authorization_notice_id,filing_date,patentee,address,IPC
CN109988427A,2017-12,公司,上海市,C
CN109990526A,2017-12,研究所,台湾省,F
CN109987412A,2017-12,公司,广西壮族自治区,B
CN109989657A,2017-12,公司,广东省,E
CN109986874A,2017-12,公司,天津市,B
CN109995698A,2017-12,公司,北京市,H
CN109986878A,2017-12,公司,天津市,B
CN109987437A,2017-12,公司,天津市,B
CN109986045A,2017-12,研究所,北京市,B
CN109987441A,2017-12,公司,天津市,B
CN109987194A,2017-12,个人,山东省,B
CN109993514A,2017-12,研究所,广东省,G
CN109987062A,2017-12,公司,江苏省,B
CN109988327A,2017-12,研究所,辽宁省,C
CN109992039A,2017-12,公司,天津市,G
CN109984382A,2017-12,研究所,台湾省,A
CN109984777A,2017-12,研究所,江苏省,A
CN109987135A,2017-12,公司,陕西省,B
CN109989735A,2017-12,公司,北京市,E
CN109993963A,2017-12,公司,福建省,"['G', 'F']"
CN109989219A,2017-12,公司,山东省,D
CN109986083A,2017-12,个人,山东省,B
CN109993334A,2017-12,研究所,广东省,G
CN109994355A,2017-12,公司,上海市,H
CN109994701A,2017-12,公司,江苏省,H
CN109993518A,2017-12,公司,上海市,G
CN109989801A,2017-12,公司,北京市,F
CN109985094A,2017-12,个人,山东省,A
CN109988077A,2017-12,研究所,上海市,C
CN109985216A,2017-12,个人,山东省,A
CN109988942A,2017-12,公司,上海市,C
CN109986923A,2017-12,公司,上海市,B
CN109988241A,2017-12,研究所,上海市,C
CN109994595A,2017-12,研究所,北京市,H
CN109987390A,2017-12,公司,河南省,B
CN109985258A,2017-12,公司,福建省,A
CN109994026A,2017-12,公司,安徽省,G
CN109991648A,2017-12,研究所,北京市,G
CN109985863A,2017-12,研究所,江苏省,B
CN109995415A,2017-12,公司,广东省,H
CN109989952A,2017-12,个人,江苏省,F
CN109987710A,2017-12,个人,江苏省,C
CN109991485A,2017-12,公司,上海市,G
CN109991486A,2017-12,公司,上海市,G
CN109993381A,2017-12,公司,湖北省,G
CN109987525A,2017-12,个人,山东省,B
CN109994777A,2017-12,研究所,福建省,H
CN109992164A,2017-12,研究所,广东省,G
CN109990281A,2017-12,公司,浙江省,F
CN109990527A,2017-12,公司,山东省,F
CN109987762A,2017-12,公司,北京市,C
CN109989895A,2017-12,研究所,上海市,F
CN109984694A,2017-12,个人,四川省,A
CN109990194A,2017-12,个人,山东省,F
CN109987428A,2017-12,公司,天津市,B
CN109988554A,2017-12,公司,广东省,C
CN109985310A,2017-12,公司,天津市,A
CN109988562A,2017-12,公司,广东省,C
CN109992015A,2017-12,公司,安徽省,"['G', 'C']"
CN109986802A,2017-12,公司,北京市,B
CN109990020A,2017-12,公司,广东省,F
CN109989107A,2017-12,公司,北京市,C
CN109984968A,2017-12,个人,山东省,A
CN109988062A,2017-12,公司,广东省,C
CN109993664A,2017-12,研究所,江苏省,G
CN109984246A,2017-12,研究所,北京市,A
CN109996388A,2017-12,研究所,北京市,H
CN109993703A,2017-12,公司,上海市,G
CN109994662A,2017-12,公司,广西壮族自治区,H
CN109993704A,2017-12,公司,上海市,G
CN109989125A,2017-12,个人,山东省,D
CN109985315A,2017-12,研究所,北京市,A
CN109993887A,2017-12,研究所,山东省,G
CN109986000A,2017-12,个人,山东省,B
CN109986589A,2017-12,公司,广西壮族自治区,B
CN109986154A,2017-12,研究所,江苏省,B
CN109989066A,2017-12,研究所,北京市,C
CN109993490A,2017-12,研究所,北京市,G
CN109990648A,2017-12,公司,广西壮族自治区,F
CN109995675A,2017-12,学校,辽宁省,H
CN109985981A,2017-12,公司,广东省,B
CN109990091A,2017-12,公司,辽宁省,F
CN109986152A,2017-12,研究所,辽宁省,B
CN109987711A,2017-12,个人,江苏省,C
CN109992090A,2017-12,公司,江苏省,G
CN109995546A,2017-12,学校,辽宁省,H
CN109994357A,2017-12,公司,上海市,H
CN109995807A,2017-12,研究所,上海市,H
CN109984375A,2017-12,公司,贵州省,A
CN109984269A,2017-12,公司,天津市,A
CN109996149A,2017-12,研究所,广东省,"['H', 'G']"
CN109994600A,2017-12,研究所,上海市,H
CN109991734A,2017-12,研究所,浙江省,G
CN109996335A,2017-12,研究所,广东省,H
CN109984209A,2017-12,研究所,上海市,A
CN109984529A,2017-12,个人,贵州省,A
CN109987855A,2017-12,公司,法国,C
CN109995691A,2017-12,公司,台湾省,H
CN109996346A,2017-12,研究所,广东省,H
CN109994626A,2017-12,研究所,江苏省,H
CN109995808A,2017-12,公司,上海市,H
CN109994844A,2017-12,个人,陕西省,H
CN109984210A,2017-12,研究所,北京市,A
CN109996014A,2017-12,研究所,广东省,H
CN109996374A,2017-12,公司,北京市,H
CN109984599A,2017-12,研究所,福建省,A
CN109988715A,2017-12,公司,山东省,C
CN109984169A,2017-12,公司,福建省,A
CN109994733A,2017-12,研究所,江苏省,H
CN109984629A,2017-12,公司,山东省,A
CN109991814A,2017-12,公司,广东省,"['G', 'H']"
CN109993660A,2017-12,研究所,广东省,G
CN109985203A,2017-12,个人,山东省,A
CN109985239A,2017-12,研究所,广东省,A
CN109995538A,2017-12,研究所,北京市,H
CN109985128A,2017-12,个人,山东省,A
CN109994384A,2017-12,公司,上海市,H
CN109985118A,2017-12,个人,山东省,A
CN109985240A,2017-12,研究所,广东省,A
CN109986598A,2017-12,公司,辽宁省,B
CN109985186A,2017-12,个人,山东省,A
CN109985191A,2017-12,个人,山东省,A
CN109991579A,2017-12,公司,辽宁省,G
CN109985459A,2017-12,公司,福建省,B
CN109986652A,2017-12,个人,山东省,B
CN109985259A,2017-12,公司,福建省,A
CN109992016A,2017-12,公司,山东省,G
CN109993337A,2017-12,研究所,广东省,G
CN109995516A,2017-12,研究所,广东省,H
CN109991859A,2017-12,研究所,山东省,G
CN109984923A,2017-12,公司,辽宁省,A
CN109994374A,2017-12,研究所,广东省,H
CN109993025A,2017-12,研究所,浙江省,G
CN109987774A,2017-12,公司,浙江省,C
CN109984178A,2017-12,个人,广东省,A
CN109987024A,2017-12,公司,江苏省,B
CN109991383A,2017-12,公司,浙江省,G
CN109987712A,2017-12,个人,江苏省,C
CN109994793A,2017-12,研究所,山东省,H
CN109989222A,2017-12,个人,广东省,D
CN109996329A,2017-12,研究所,广东省,H
CN109985650A,2017-12,研究所,江苏省,B
CN109986452A,2017-12,个人,山东省,B
CN109990170A,2017-12,个人,山东省,F
CN109985621A,2017-12,研究所,江苏省,B
CN109985316A,2017-12,研究所,北京市,A
CN109986877A,2017-12,公司,天津市,B
CN109990781A,2017-12,研究所,北京市,G
CN109992436A,2017-12,研究所,广东省,G
CN109987074A,2017-12,公司,广东省,B
CN109984554A,2017-12,个人,江苏省,A
CN109992139A,2017-12,研究所,江西省,G
CN109987527A,2017-12,公司,广东省,B
CN109984104A,2017-12,公司,广西壮族自治区,A
CN109995184A,2017-12,个人,福建省,"['H', 'F']"
CN109990025A,2017-12,公司,瑞典,F
CN109994628A,2017-12,学校,江苏省,H
CN109983911A,2017-12,公司,贵州省,A
CN109986449A,2017-12,个人,福建省,B
CN109988056A,2017-12,公司,广东省,C
CN109996054A,2017-12,研究所,浙江省,H
CN109986412A,2017-12,公司,山东省,B
CN109988494A,2017-12,公司,德国,C
CN109993026A,2017-12,研究所,广东省,G
CN109985660A,2017-12,学校,湖北省,B
CN109991909A,2017-12,公司,北京市,G
CN109988159A,2017-12,研究所,台湾省,C
CN109987247A,2017-12,研究所,湖北省,B
CN109984861A,2017-12,研究所,浙江省,A
CN109994901A,2017-12,研究所,陕西省,H
CN109995236A,2017-12,学校,江苏省,H
CN109995248A,2017-12,学校,江苏省,H
CN109992545A,2017-12,公司,天津市,G
CN109992360A,2017-12,公司,广东省,G
CN109987134A,2017-12,公司,河南省,B
CN109992322A,2017-12,公司,广东省,G
CN109994168A,2017-12,研究所,北京市,G
CN109990232A,2017-12,个人,广东省,F
CN109992363A,2017-12,公司,广东省,G
CN109986715A,2017-12,个人,山东省,B
CN109994888A,2017-12,个人,福建省,H
CN109985051A,2017-12,公司,上海市,A
CN109994097A,2017-12,研究所,山东省,G
CN109986032A,2017-12,个人,山东省,B
CN109990141A,2017-12,研究所,四川省,"['F', 'H']"
CN109985974A,2017-12,个人,山东省,B
CN109986413A,2017-12,个人,山东省,B
CN109994228A,2017-12,研究所,四川省,G
CN109984576A,2017-12,公司,浙江省,A
CN109994220A,2017-12,研究所,四川省,G
CN109994146A,2017-12,研究所,安徽省,G
CN109994457A,2017-12,公司,广东省,H
CN109984358A,2017-12,个人,广东省,A
CN109991693A,2017-12,公司,广东省,G
CN109995813A,2017-12,研究所,浙江省,"['H', 'G']"
CN109996277A,2017-12,公司,北京市,H
CN109993913A,2017-12,研究所,天津市,G
CN109990324A,2017-12,公司,山东省,F
CN109995179A,2017-12,公司,浙江省,H
CN109988236A,2017-12,学校,天津市,C
CN109991728A,2017-12,研究所,广东省,"['G', 'B']"
CN109995203A,2017-12,公司,北京市,H
CN109984259A,2017-12,公司,天津市,A
CN109988162A,2017-12,研究所,湖北省,C
CN109994696A,2017-12,研究所,福建省,H
CN109986100A,2017-12,公司,浙江省,B
CN109984327A,2017-12,个人,湖南省,A
CN109995709A,2017-12,研究所,上海市,H
CN109992950A,2017-12,研究所,上海市,G
CN109993030A,2017-12,研究所,上海市,G
CN109988423A,2017-12,研究所,河南省,C
CN109989367A,2017-12,公司,福建省,E
CN109990172A,2017-12,公司,美国,"['F', 'G']"
CN109984678A,2017-12,研究所,北京市,A
CN109993848A,2017-12,公司,河北省,G
CN109994987A,2017-12,公司,广东省,H
CN109994607A,2017-12,公司,广东省,H
CN109990092A,2017-12,研究所,天津市,F
CN109985002A,2017-12,公司,天津市,A
CN109996057A,2017-12,研究所,台湾省,H
CN109985003A,2017-12,研究所,北京市,A
CN109984531A,2017-12,个人,贵州省,A
CN109986622A,2017-12,公司,天津市,B
CN109992765A,2017-12,研究所,北京市,G
CN109991889A,2017-12,研究所,广东省,G
CN109995204A,2017-12,公司,北京市,H
CN109996049A,2017-12,个人,江西省,H
CN109986477A,2017-12,公司,美国,B
CN109994418A,2017-12,公司,上海市,H
CN109988593A,2017-12,公司,北京市,C
CN109985438A,2017-12,研究所,福建省,B
CN109984613A,2017-12,研究所,福建省,A
CN109990192A,2017-12,公司,天津市,"['F', 'B']"
CN109984186A,2017-12,个人,广东省,A
CN109984304A,2017-12,公司,四川省,A
CN109987066A,2017-12,研究所,上海市,B
CN109985923A,2017-12,个人,山东省,B
CN109990884A,2017-12,研究所,江苏省,G
CN109986609A,2017-12,工厂,重庆市,B
CN109985242A,2017-12,研究所,广东省,A
CN109985461A,2017-12,公司,福建省,B
CN109992535A,2017-12,研究所,广东省,G
CN109993595A,2017-12,研究所,北京市,G
CN109996338A,2017-12,研究所,广东省,H
CN109995432A,2017-12,研究所,广东省,H
CN109989957A,2017-12,个人,江苏省,F
CN109984836A,2017-12,研究所,上海市,A
CN109990470A,2017-12,公司,安徽省,F
CN109989643A,2017-12,公司,浙江省,"['E', 'A']"
CN109987122A,2017-12,公司,天津市,B
CN109989920A,2017-12,个人,山东省,F
CN109996235A,2017-12,公司,北京市,H
CN109990493A,2017-12,个人,山东省,"['F', 'H']"
CN109995660A,2017-12,研究所,广东省,H
CN109984614A,2017-12,研究所,福建省,A
CN109985085A,2017-12,公司,天津市,A
CN109985325A,2017-12,公司,广东省,A
CN109995291A,2017-12,公司,辽宁省,H
CN109995462A,2017-12,研究所,广东省,H
CN109992957A,2017-12,研究所,北京市,G
CN109995487A,2017-12,公司,广东省,H
CN109990241A,2017-12,公司,广东省,F
CN109995642A,2017-12,公司,广东省,H
CN109988190A,2017-12,个人,山东省,"['C', 'A']"
CN109989454A,2017-12,个人,山东省,E
CN109994409A,2017-12,公司,上海市,H
CN109995097A,2017-12,研究所,江苏省,H
CN109991915A,2017-12,研究所,广东省,G
CN109986945A,2017-12,公司,广东省,B
CN109995929A,2017-12,公司,广东省,H
CN109992289A,2017-12,研究所,广东省,G
CN109992057A,2017-12,研究所,广东省,G
CN109995688A,2017-12,研究所,上海市,H
CN109991598A,2017-12,公司,北京市,G
CN109990076A,2017-12,研究所,江苏省,F
CN109996345A,2017-12,研究所,广东省,H
CN109990423A,2017-12,公司,广东省,F
CN109985033A,2017-12,学校,北京市,A
CN109984309A,2017-12,个人,广东省,A
CN109991036A,2017-12,研究所,黑龙江省,G
CN109988375A,2017-12,个人,河北省,C
CN109993181A,2017-12,公司,山西省,G
CN109994713A,2017-12,公司,湖北省,H
CN109991594A,2017-12,研究所,黑龙江省,G
CN109984019A,2017-12,研究所,山东省,A
CN109984020A,2017-12,研究所,山东省,A
CN109992372A,2017-12,公司,陕西省,G
CN109995818A,2017-12,研究所,浙江省,H
CN109993597A,2017-12,研究所,青海省,G
CN109988674A,2017-12,研究所,北京市,C
CN109992791A,2017-12,研究所,青海省,G
CN109991049A,2017-12,研究所,北京市,G
CN109995185A,2017-12,公司,浙江省,H
CN109985965A,2017-12,公司,河南省,B
CN109993031A,2017-12,研究所,浙江省,G
CN109990850A,2017-12,公司,江苏省,G
CN109994107A,2017-12,公司,山东省,"['G', 'A']"
CN109991892A,2017-12,学校,辽宁省,G
CN109985101A,2017-12,公司,陕西省,A
CN109990935A,2017-12,研究所,山东省,G
CN109983953A,2017-12,公司,福建省,A
CN109986139A,2017-12,公司,天津市,B
CN109986143A,2017-12,公司,浙江省,B
CN109995036A,2017-12,研究所,北京市,H
CN109995713A,2017-12,研究所,广东省,H
CN109985096A,2017-12,公司,天津市,A
CN109990989A,2017-12,公司,浙江省,G
CN109994690A,2017-12,研究所,福建省,H
CN109987985A,2017-12,研究所,河北省,C
CN109993553A,2017-12,公司,山西省,G
CN109989261A,2017-12,公司,天津市,D
CN109984561A,2017-12,公司,广东省,A
CN109985090A,2017-12,公司,天津市,A
CN109996050A,2017-12,研究所,广东省,H
CN109995237A,2017-12,研究所,陕西省,H
CN109996405A,2017-12,公司,福建省,H
CN109990216A,2017-12,公司,福建省,F
CN109984533A,2017-12,个人,贵州省,A
CN109992060A,2017-12,研究所,广东省,G
CN109995898A,2017-12,公司,广东省,H
CN109989476A,2017-12,研究所,广东省,E
CN109989466A,2017-12,公司,福建省,E
CN109987631A,2017-12,研究所,江苏省,C
CN109987778A,2017-12,公司,浙江省,C
CN109984237A,2017-12,个人,河北省,A
CN109995557A,2017-12,公司,陕西省,H
CN109991385A,2017-12,公司,浙江省,G
CN109986941A,2017-12,研究所,上海市,B
CN109986713A,2017-12,研究所,天津市,B
CN109989682A,2017-12,公司,湖南省,E
CN109989684A,2017-12,公司,湖南省,E
CN109989508A,2017-12,公司,湖南省,E
CN109987963A,2017-12,个人,湖南省,C
CN109987610A,2017-12,个人,湖南省,C
CN109987634A,2017-12,个人,湖南省,C
CN109983912A,2017-12,个人,山东省,A
CN109996268A,2017-12,公司,四川省,H
CN109990882A,2017-12,研究所,江苏省,G
CN109985936A,2017-12,个人,山东省,B
CN109984751A,2017-12,公司,香港特别行政区,A
CN109987539A,2017-12,个人,山东省,B
CN109995715A,2017-12,研究所,北京市,H
CN109992242A,2017-12,公司,北京市,G
CN109990638A,2017-12,公司,浙江省,F
CN109995684A,2017-12,研究所,广东省,H
CN109986190A,2017-12,个人,山东省,B
CN109988990A,2017-12,个人,山东省,C
CN109988540A,2017-12,公司,广东省,C
CN109989536A,2017-12,个人,山东省,E
CN109986243A,2017-12,个人,山东省,B
CN109986519A,2017-12,个人,山东省,B
CN109987987A,2017-12,研究所,山东省,C
CN109989620A,2017-12,研究所,江苏省,E
CN109992500A,2017-12,研究所,北京市,G
CN109987996A,2017-12,研究所,山东省,C
CN109987999A,2017-12,研究所,山东省,C
CN109993288A,2017-12,研究所,北京市,G
CN109995643A,2017-12,公司,河南省,H
CN109992986A,2017-12,公司,上海市,G
CN109990900A,2017-12,公司,浙江省,G
CN109996377A,2017-12,研究所,浙江省,H
CN109987722A,2017-12,个人,山东省,C
CN109993603A,2017-12,研究所,上海市,G
CN109984869A,2017-12,研究所,广东省,A
CN109987496A,2017-12,公司,广东省,B
CN109996303A,2017-12,研究所,广东省,H
CN109984863A,2017-12,研究所,广东省,A
CN109989344A,2017-12,公司,广东省,E
CN109989845A,2017-12,公司,河北省,F
CN109986299A,2017-12,公司,山东省,B
CN109988950A,2017-12,公司,山东省,C
CN109992117A,2017-12,公司,山东省,G
CN109988376A,2017-12,公司,山东省,C
CN109988992A,2017-12,公司,山东省,C
CN109988034A,2017-12,个人,河北省,C
CN109984610A,2017-12,研究所,福建省,A
CN109984154A,2017-12,个人,河北省,A
CN109992278A,2017-12,公司,北京市,G
CN109991832A,2017-12,研究所,广东省,G
CN109986702A,2017-12,研究所,广东省,B
CN109984739A,2017-12,公司,广东省,A
CN109984779A,2017-12,研究所,广东省,A
CN109988664A,2017-12,研究所,河南省,C
CN109991232A,2017-12,公司,上海市,G
CN109993387A,2017-12,公司,广东省,G
CN109991238A,2017-12,公司,上海市,G
CN109996286A,2017-12,研究所,广东省,H
CN109992099A,2017-12,研究所,江西省,G
CN109995989A,2017-12,个人,广东省,H
CN109995402A,2017-12,研究所,广东省,H
CN109985697A,2017-12,公司,重庆市,B
CN109993554A,2017-12,公司,广东省,"['G', 'H']"
CN109990901A,2017-12,公司,广东省,G
CN109992402A,2017-12,公司,广东省,G
CN109995720A,2017-12,公司,北京市,H
CN109986946A,2017-12,公司,广东省,B
CN109995489A,2017-12,研究所,广东省,H
CN109988804A,2017-12,公司,上海市,C
CN109993300A,2017-12,研究所,广东省,G
CN109984630A,2017-12,公司,浙江省,A
CN109986954A,2017-12,公司,广东省,B
CN109984110A,2017-12,研究所,天津市,A
CN109995434A,2017-12,研究所,广东省,H
CN109989010A,2017-12,个人,河南省,C
CN109990375A,2017-12,个人,山东省,F
CN109988933A,2017-12,公司,江苏省,C
CN109990851A,2017-12,公司,江苏省,G
CN109987387A,2017-12,个人,山东省,B
CN109990467A,2017-12,个人,山东省,F
CN109989039A,2017-12,个人,河南省,C
CN109990554A,2017-12,公司,山东省,F
CN109994128A,2017-12,公司,北京市,G
CN109989429A,2017-12,公司,广东省,E
CN109989405A,2017-12,公司,广东省,E
CN109987140A,2017-12,公司,河北省,B
CN109994394A,2017-12,公司,浙江省,H
CN109990564A,2017-12,公司,山东省,F
CN109995192A,2017-12,公司,江苏省,H
CN109992062A,2017-12,公司,广东省,G
CN109990077A,2017-12,研究所,江苏省,F
CN109993917A,2017-12,研究所,天津市,G
CN109988395A,2017-12,研究所,河南省,C
CN109984579A,2017-12,公司,浙江省,A
CN109995722A,2017-12,研究所,广东省,H
CN109990320A,2017-12,公司,广东省,F
CN109990344A,2017-12,公司,山东省,F
CN109990345A,2017-12,公司,广东省,F
CN109986428A,2017-12,个人,福建省,B
CN109995539A,2017-12,公司,吉林省,H
CN109993604A,2017-12,研究所,青海省,G
CN109994550A,2017-12,研究所,贵州省,H
CN109991741A,2017-12,研究所,广东省,G
CN109993494A,2017-12,公司,浙江省,G
CN109992807A,2017-12,公司,浙江省,G
CN109990292A,2017-12,公司,山东省,F
CN109990586A,2017-12,公司,江苏省,F
CN109987282A,2017-12,公司,江苏省,B
CN109986636A,2017-12,公司,天津市,B
CN109990456A,2017-12,公司,天津市,F
CN109990002A,2017-12,个人,福建省,F
CN109989098A,2017-12,研究所,浙江省,C
CN109996361A,2017-12,研究所,广东省,H
CN109996029A,2017-12,公司,浙江省,H
CN109987851A,2017-12,公司,江苏省,C
CN109984510A,2017-12,公司,四川省,A
CN109995727A,2017-12,公司,河北省,H
CN109987227A,2017-12,研究所,广东省,B
CN109990218A,2017-12,公司,福建省,F
CN109996367A,2017-12,公司,福建省,H
CN109995625A,2017-12,公司,四川省,"['H', 'G']"
CN109996030A,2017-12,公司,四川省,H
CN109984462A,2017-12,研究所,江苏省,A
CN109990318A,2017-12,公司,浙江省,F
CN109989681A,2017-12,公司,湖南省,E
CN109993558A,2017-12,公司,四川省,G
CN109994945A,2017-12,公司,天津市,H
CN109989019A,2017-12,个人,河南省,C
CN109989018A,2017-12,个人,河南省,C
CN109987303A,2017-12,研究所,广东省,B
CN109986043A,2017-12,个人,山东省,B
CN109988006A,2017-12,个人,河北省,C
CN109986175A,2017-12,个人,山东省,B
CN109988886A,2017-12,个人,山东省,C
CN109988439A,2017-12,个人,山东省,C
CN109990195A,2017-12,个人,山东省,F
CN109992381A,2017-12,公司,四川省,G
CN109988007A,2017-12,研究所,山东省,C
CN109985961A,2017-12,个人,山东省,B
CN109986262A,2017-12,个人,山东省,B
CN109988036A,2017-12,研究所,山东省,C
CN109988009A,2017-12,研究所,山东省,C
CN109988011A,2017-12,研究所,山东省,C
CN109989024A,2017-12,个人,河南省,C
CN109987181A,2017-12,公司,重庆市,B
CN109989858A,2017-12,公司,重庆市,F
CN109991860A,2017-12,公司,四川省,G
CN109989025A,2017-12,个人,河南省,C
CN109990588A,2017-12,公司,江苏省,F
CN109984888A,2017-12,公司,江苏省,A
CN109996246A,2017-12,公司,辽宁省,H
CN109995734A,2017-12,学校,辽宁省,H
